,contrast,f_inf,f_zero
0,-0.19124087591240876,204.59619791630038,38.6051255431051
1,-0.16423357664233582,228.47270218424947,48.05983106301595
2,-0.1372262773722629,235.85119885674038,53.071751211828584
3,-0.1102189781021898,261.2180986651166,74.21494655508612
4,-0.0839416058394162,274.92399795920136,106.03968808513373
5,-0.05693430656934311,299.6552845971366,127.27521290783378
6,-0.029927007299270177,310.6798338608956,184.51563596707408
7,-0.0029197080291970827,341.44771518573117,340.91217438646004
8,0.024087591240875852,349.18508941060776,480.09272025933734
9,0.05109489051094879,381.05149372517246,681.1376585870271
10,0.07810218978102187,389.46841610901333,758.4940984940956
11,0.10510948905109481,410.57396135835523,794.3589743589777
12,0.13211678832116774,433.0269807186654,812.3250340641621
13,0.18613138686131378,467.31407987584174,815.4217762913455
