,contrast,f_inf,f_zero
0,-0.19918478260869568,49.29499904546163,9.693486056198278
1,-0.14592391304347835,79.44339077780215,16.97367297370484
2,-0.09239130434782616,113.57126879576163,28.27091303198183
3,-0.06576086956521739,127.25478465813337,37.39684579166777
4,-0.039130434782608726,151.75337124932662,59.55612389403331
5,-0.012228260869565319,172.60720716898004,110.09468681730844
6,0.014402173913043461,195.51164436772984,301.8896650333756
7,0.04103260869565212,210.01270355734962,489.28204272261837
8,0.06766304347826077,237.1898960612212,585.7871007640595
9,0.12119565217391308,274.7565495766852,649.6649850376232
10,0.1744565217391304,307.9382078828074,675.1781815185583
