,contrast,f_inf,f_zero
0,-0.19917695473251035,103.13527906196654,19.461759071137383
1,-0.14609053497942384,129.34192736744734,27.745566447711344
2,-0.09259259259259263,151.3191935394323,40.09844830404758
3,-0.065843621399177,178.09883289826703,51.013346655351036
4,-0.039094650205761396,197.36866135337485,74.86006058559012
5,-0.01234567901234578,214.32108964929643,116.51500684591997
6,0.013991769547325023,232.7912892910018,451.86713224102414
7,0.04074074074074064,246.1264895428701,655.4600754600758
8,0.06748971193415625,269.0655202626139,780.0253244697701
9,0.12098765432098767,303.4513727987561,811.4331723027353
10,0.17448559670781888,335.8652728261091,826.9360269360297
