cell,EODf,a_zero,delta_a,dend_tau,input_scaling,mem_tau,noise_strength,ref_period,deltat,tau_a,threshold,v_base,v_offset,v_zero
2012-12-20-ab-invivo-1,738.71,9.280347979087807,0.02399411189063231,0.00120664709274584,46.57993094588944,0.001345591696621093,0.0076138573270267875,0.0011385589203656609,5e-05,0.048005025093914855,1,0,-4.78515625,0
2012-12-20-ac-invivo-1,744.95,7.430387927489267,0.03459479087457316,0.0025268601414655655,43.133868817764956,0.0015547575080636315,0.007099446913853285,0.0008625278566343026,5e-05,0.06974558082044995,1,0,-5.6640625,0
2012-12-20-ad-invivo-1,759.82,23.049443800356883,0.07505377496781868,0.004539003389588492,124.17804604983468,0.00106463192556606,0.010618483391053847,0.0010943556029644886,5e-05,0.0931679653142917,1,0,-16.2109375,0
2012-12-20-ae-invivo-1,763.79,28.80721245217218,0.0698601314329484,0.005371563846161885,190.09285659771518,0.001645315861662125,0.011943115636543555,0.0009171798026672154,5e-05,0.06115045426599336,1,0,-31.8359375,0
2012-12-21-ai-invivo-1,787.12,36.7842414315693,0.12763184695279117,0.0031488535186190362,291.18540792514136,0.0020959669717419043,0.03321451893799585,0.0012049087410326699,5e-05,0.12743644124243197,1,0,-54.6875,0
2012-12-21-ak-invivo-1,796.83,1.7017134980024364,0.010767660895407394,0.001489150974162893,17.982140250050847,0.001546848065183681,0.012010055874537141,0.0011152141595196189,5e-05,0.08720190914179393,1,0,-3.22265625,0
2012-12-21-am-invivo-1,806.15,4.716159805342061,0.03667764979320955,0.004999856382483749,85.64267738935817,0.00241012573550433,0.011026662170574162,0.0011255575558147763,5e-05,0.0544681581478567,1,0,-21.484375,0
2012-12-21-an-invivo-1,812.70,5.582036062660869,0.027422787759266903,0.002155382590486649,47.67902220120489,0.001330153034724604,0.012082659136021873,0.0012649531095061876,5e-05,0.08449072440009134,1,0,-8.984375,0
2013-01-08-aa-invivo-1,800.63,1.1104651443148155,0.008602584313899703,0.0011824418111601317,4.462416862986384,0.0011980061424283523,0.0016372239238665433,0.00038313415155155986,5e-05,0.03752455828256267,1,0,0.5859375,0
2014-06-06-ac-invivo-1,800.02,55.08594100237285,0.15196494952715678,0.0023988269653892596,382.93627883439876,0.004976286732073878,0.08949548840534688,0.0006171274948500101,5e-05,0.1119510050767536,1,0,-70.703125,0
2014-06-06-ag-invivo-1,800.12,31.66707022561787,0.25573022467947654,0.006208253008106018,350.33971367925733,0.002782806297054276,0.104109855039603,0.0011980490757128959,5e-05,0.11250242667246318,1,0,-81.25,0
2014-12-03-ai-invivo-1,858.50,31.486601023741528,0.29106771341822973,0.02136249550159259,537.3333472412701,0.0034013650498773223,0.0385063002390289,0.0008191902158733115,5e-05,0.1937871715568695,1,0,-139.0625,0
2014-12-11-aa-invivo-1,651.29,110.31713694365598,1.522266574846523,0.02274369798634087,499.44685404447773,0.0010908984221126568,0.04065807318024823,0.0010262164681389477,5e-05,0.8644462875159566,1,0,-50.0,0
2014-12-11-ad-invivo-1,650.07,8.858446542191944,0.17693089515760874,0.0034407397494916076,81.4459768691674,0.005609444158284835,0.02465978364713884,0.0009215234011342,5e-05,0.36091791950145413,1,0,-16.40625,0
2015-01-15-ab-invivo-1,708.70,29.079679157252954,0.23371398428324525,0.0027630060027207717,144.15528554521688,0.003904588789944726,0.09234748482597704,0.0005758880667202731,5e-05,0.08407435425664966,1,0,-18.75,0
2015-01-20-ac-invivo-1,749.16,8.001503570988135,0.09318575289994338,0.007110507335113481,57.637181305666346,0.0031122171936460445,0.013741449063136617,0.0005985361977974141,5e-05,0.36422773339308334,1,0,-9.5703125,0
2015-01-20-ae-invivo-1,775.45,20.985342649544325,0.2413286124255497,0.012919028961821663,944.1126644859896,0.002119350538930651,0.055956993205171154,0.0012881064318266242,5e-05,0.2283240154087572,1,0,-280.46875,0
2015-01-20-af-invivo-1,778.15,9.088845198675003,0.12216110503092767,0.003039317330223365,122.26700325769883,0.0025711422027881762,0.07163518622447204,0.0012176143643482075,5e-05,0.034859102293084324,1,0,-31.25,0
2018-01-10-al,822.43,26.852490056000995,0.19939539198842982,0.0017458564371883774,66.70148566718731,0.0014616352764523085,0.04187767274600808,0.0012151254594324461,5e-05,0.1340861591329578,1,0,5.46875,0
2018-05-08-aa-invivo-1,643.65,23.90042739559335,0.1798294135622658,0.0014978457325112936,196.79744698301027,0.008998581511662336,0.1931709060535164,0.0012206757789855745,5e-05,0.08342443880014652,1,0,-38.28125,0
2018-05-08-ab-invivo-1,646.62,21.143340239280292,0.17918314011340677,0.0021110702241677664,74.44012660456099,0.002104111838094462,0.031480734087501225,0.000841793287555979,5e-05,0.1649339650514045,1,0,-3.125,0
2018-05-08-ac-invivo-1,655.16,5.7344822372910205,0.05364878663613068,0.0012215288834369969,23.53137733496618,0.001958321021912762,0.018647079917928487,0.0009188584913498326,5e-05,0.14166922162307827,1,0,-1.5625,0
2018-05-08-ad-invivo-1,655.66,10.56270995846859,0.04501376693597617,0.0013544139474406026,32.871669695970056,0.001129016694314504,0.01343806066427332,0.0007800007176441471,5e-05,0.08300605346748607,1,0,-0.09765625,0
2018-05-08-ae-invivo-1,649.48,23.236002441272873,0.1649467891961967,0.003929215662714291,139.62843570490134,0.0014895499625897,0.020705895621135995,0.0013078805846238773,5e-05,0.12368546391523849,1,0,-21.09375,0
2018-05-08-af-invivo-1,649.93,50.67440031212505,0.15942545846977396,0.008870877837080987,266.86501353697287,0.0011885343507996296,0.01831310334923414,0.0011045939825865964,5e-05,0.061964902843727104,1,0,-35.15625,0
2018-05-08-ai-invivo-1,653.62,17.97588058957365,0.12223368623652905,0.0022403560787985152,58.600496136896105,0.00113939954736546,0.02035182654993045,0.0014268613608903935,5e-05,0.07235575003635941,1,0,-1.5625,0
2018-06-25-ad-invivo-1,840.79,62.49268603283534,0.23947474463722357,0.001883927876295424,286.0953844311519,0.002389671017958955,0.0698177647604567,0.0010856424997856035,5e-05,0.09634714314913008,1,0,-29.6875,0
2018-06-26-ah-invivo-1,778.22,9.308930279015678,0.05090275167044955,0.0014501642110434864,32.28227188413107,0.0013032229469945996,0.019155120653516475,0.0007002061078699997,5e-05,0.0899122501049571,1,0,-0.1953125,0

