,contrast,f_inf,f_zero
0,-0.12272727272727271,151.5728186471499,42.411127747176394
1,-0.09090909090909087,157.94412715670555,55.19506146918421
2,-0.05454545454545459,168.59442909462396,65.49087899139909
3,-0.0181818181818182,178.38678705221605,85.96719162436781
4,0.013636363636363648,188.30373474873062,184.44898512849767
5,0.050000000000000044,205.37337625520962,223.03538231590244
6,0.08181818181818176,214.06029894251046,500.1154451152678
7,0.11818181818181817,222.9676026809851,531.0750834006654
8,0.15,234.7376001252574,589.7007475954863
9,0.1863636363636364,235.55454732877365,700.0729669887266
