,contrast,f_inf,f_zero
0,-0.7999999999999999,75.95515598055515,22.23183111061961
1,-0.5888888888888889,85.52716948378465,28.335948633264344
2,-0.37777777777777777,98.99263252161118,36.810736144922714
3,-0.2666666666666666,100.59932790643323,41.49034944480851
4,-0.1611111111111111,114.56904429655481,109.16608815529595
5,-0.055555555555555455,118.0478441838812,56.24320624457853
6,0.050000000000000044,137.825567351699,258.9107033581878
7,0.15555555555555556,139.24009824087662,307.4267793222624
8,0.2611111111111112,168.5909008583802,422.44577621772197
9,0.37222222222222223,171.19293702773913,429.000367522675
10,0.4777777777777779,198.3087963291941,598.1990427658925
11,0.5833333333333333,196.60235155279275,615.590510601903
12,0.6888888888888889,229.14675815586403,743.5159255320543
