,contrast,f_inf,f_zero
0,-0.5067415730337079,151.7703551435448,520.9339470639126
1,-0.39662921348314606,154.3823945250381,417.3480988438341
2,-0.2876404494382023,138.61792678034055,376.9814034488744
3,-0.1775280898876405,118.20477337422898,350.80146278896336
4,-0.06853932584269669,99.3704587668004,97.90029860562223
5,0.041573033707865206,76.27880194712311,63.938392834531285
6,0.15168539325842684,66.72143613619205,41.112316390780414
7,0.2606741573033709,58.03549288177097,22.822829672975974
8,0.37078651685393255,48.19046605794138,17.93999436380331
9,0.47977528089887633,32.55026235714582,11.957144948124027
