,contrast,f_inf,f_zero
0,-0.1875846501128667,59.397432289807576,31.423607314988857
1,-0.16049661399548532,70.03392020986547,38.64244178456465
2,-0.13340857787810378,65.91113179400068,43.32901499320904
3,-0.10632054176072227,63.88412637398791,36.0943088141852
4,-0.07923250564334086,72.26605060384621,48.56545602746553
5,-0.052144469525959344,78.4763159058408,62.753743463581806
6,-0.025056433408577827,75.6733736261422,61.15179256818584
7,0.0019187358916479952,85.92913936000032,124.84699208837145
8,0.02900677200902951,80.06568750686725,99.05083901297972
9,0.05609480812641083,92.36151518739894,124.72851499286821
10,0.08318284424379234,85.19791019111825,120.7405626317287
11,0.11027088036117386,89.81959112277377,130.67401678012286
12,0.13735891647855536,93.2836842527247,148.2657272949802
13,0.1644469525959369,98.05156511212299,187.94793586749222
14,0.1915349887133184,94.00122351708075,183.57258955800262
