,contrast,f_inf,f_zero
0,-0.18828828828828834,303.21731026013316,890.0338791643147
1,-0.13423423423423433,266.6359567179374,889.657444005267
2,-0.10675675675675679,247.4203644730971,776.9982433025897
3,-0.07972972972972975,230.39090058355248,704.2424242424224
4,-0.05270270270270269,219.12864809874415,525.522827214555
5,-0.025675675675675847,201.07832566204596,217.53020362131033
6,0.0013513513513512025,194.61145887178594,188.86770854195944
7,0.02837837837837825,181.5737404310689,173.5261777140198
8,0.0554054054054053,172.21763115539716,172.852118762142
9,0.08243243243243235,163.2025160059841,160.28411427146648
10,0.1094594594594594,155.57588242185608,54.68230651415453
11,0.13648648648648645,147.40306565298238,157.7599145825863
12,0.16351351351351348,138.78501994320476,154.36539480505684
13,0.19054054054054034,133.21527544490755,140.06866568341133
14,0.2175675675675674,139.227678221122,156.5624143392519
