,contrast,f_inf,f_zero
0,-0.20138888888888892,79.1342952137563,57.38400436515171
1,-0.15833333333333333,81.57968258201771,50.27105920868825
2,-0.11388888888888885,85.10298497613154,124.87394727435715
3,-0.06944444444444435,89.661544659515,65.36134004009295
4,-0.025000000000000022,81.87200390222557,79.64864111699526
5,0.019444444444444462,86.37897118525434,90.38764216236062
6,0.06388888888888895,91.90435886246507,130.887415194855
7,0.10833333333333343,96.07040928362694,131.45155992944535
8,0.15277777777777776,101.24460597309997,149.6415805714975
9,0.19722222222222224,98.34348956069618,177.76920177861595
