,contrast,f_inf,f_zero
0,-0.22578034682080927,209.0886754413564,36.19778027259623
1,-0.20000000000000004,234.44365992661488,41.867810261724664
2,-0.1741040462427746,255.1656269309267,45.07887290478937
3,-0.14832369942196535,282.8558767112924,55.71192002998599
4,-0.12254335260115612,290.6144400953362,68.97115580648448
5,-0.09676300578034688,329.6691214424816,96.93906014056184
6,-0.07086705202312134,336.57896249818384,110.46929394373349
7,-0.0450867052023122,364.5940553330958,166.04345329116234
8,-0.019306358381502867,383.1762543655199,388.5737143806345
9,0.0064739884393062615,405.80874864945815,426.92134872548957
10,0.03236994219653171,430.2934529455115,598.9894965300639
11,0.08393063583815018,473.2425107863659,622.2823260381327
12,0.13560693641618496,520.5903989514779,625.6804285741632
