,contrast,f_inf,f_zero
0,-0.1989417989417989,120.90754595421251,31.23774612527726
1,-0.19042553191489356,121.94471798580717,33.401648452258854
2,-0.16382978723404248,130.54462780153563,37.078547916354026
3,-0.14550264550264547,144.3335720405015,49.55241026481916
4,-0.13670212765957443,138.6430368104972,40.21588535776801
5,-0.10957446808510637,150.4703854027973,50.53830324919395
6,-0.09206349206349203,155.10188050804183,53.09397120081338
7,-0.0824468085106382,159.72947284087655,64.31462037041517
8,-0.055851063829787224,173.8201587317212,87.32988115654287
9,-0.0386243386243386,177.81508312500338,88.68779580204499
10,-0.02872340425531906,182.14832468888903,92.42188218814256
11,-0.0015957446808510063,203.05439883316475,199.36645614555394
12,0.014285714285714358,210.87338900158028,327.0675876063423
13,0.02500000000000008,210.6083699678855,270.8959367629236
14,0.05212765957446813,230.1595525203128,408.5106382978709
15,0.06772486772486767,244.53351186040734,420.62756979700396
16,0.07925531914893619,244.08602116664701,425.9563245588091
17,0.10638297872340435,258.52210126474836,435.3315766359269
18,0.12116402116402133,277.27784428655923,459.0475219224162
19,0.13297872340425532,277.0141935013924,543.7104152005625
20,0.16010638297872348,293.68009768009756,681.9923371647486
21,0.17460317460317476,312.0368277754937,694.3988323298692
22,0.18723404255319168,311.91424398546184,608.2499465652861
