,contrast,f_inf,f_zero
0,-0.14160000000000003,340.24325635570585,39.05980779591883
1,-0.10800000000000001,325.5942379654017,47.47516287422467
2,-0.07439999999999998,344.4860871943163,74.07791627805187
3,-0.04079999999999995,363.9230331607821,113.95475495792238
4,-0.0067999999999999615,385.717180365816,370.0124231224468
5,0.026800000000000067,411.12756466058266,425.30472501840455
6,0.06039999999999992,434.59033504039604,771.8608766434872
7,0.09399999999999994,460.27232446478985,808.8690697386311
8,0.1276,487.2454837463221,812.4061124061125
9,0.1612,511.7428689981613,797.1794871794887
