,contrast,f_inf,f_zero
0,-0.29999999999999993,258.58325377934636,135.507892576539
1,-0.23404255319148934,295.15257423329865,114.75154741109104
2,-0.1670212765957446,328.8335901534891,106.07323961952633
3,-0.09999999999999998,380.68262168459864,109.39144232960162
4,-0.03404255319148928,420.7047013854777,400.0319099160897
5,0.03297872340425535,473.681449339823,740.9406943761403
6,0.09893617021276593,539.8729862484334,768.793248457115
7,0.1659574468085108,586.1650219690606,787.6417996317847
8,0.23297872340425543,641.3791606324127,783.999681122313
9,0.29893617021276614,681.0460291809233,781.8103064384444
