,contrast,f_inf,f_zero
0,-0.8171428571428572,429.10070077978764,626.1763912765019
1,-0.6221428571428571,378.25873232765747,616.2294992940142
2,-0.42714285714285705,339.15146812790204,618.2760185680136
3,-0.23214285714285712,302.05848324531667,564.2844496808054
4,-0.13464285714285706,305.365942378473,475.13495587885416
5,-0.03714285714285702,249.89532943465443,146.30556465928277
6,0.06035714285714287,250.17827087874576,252.30420634935734
7,0.15785714285714292,223.44676353466983,79.91812705420703
8,0.255357142857143,241.93303752420474,80.54811591183123
9,0.35285714285714287,204.04458364004307,57.27027654614194
10,0.45035714285714296,237.6512772964415,55.94691433581905
11,0.5478571428571428,180.53989247472356,41.940792621995115
12,0.6453571428571431,230.15241617295192,42.172298519122315
