,contrast,f_inf,f_zero
0,-0.503,213.03042887555048,599.3444962911483
1,-0.393,198.43580404055956,524.4130155085775
2,-0.28300000000000003,182.62898281525932,454.5006145613654
3,-0.17200000000000004,168.1791856938056,415.4249122480585
4,-0.062000000000000055,150.21612586018412,250.61695325995373
5,0.04899999999999993,130.99682480116732,123.84662897503569
6,0.15900000000000003,113.4089600744708,60.18412095926458
7,0.2689999999999999,98.59059542623542,38.49902123664861
8,0.3799999999999999,82.31504347904732,30.686547626524355
9,0.49,65.42050851723195,23.453917250696946
