,contrast,f_inf,f_zero
0,-0.500990099009901,617.1376742270733,796.4557616674555
1,-0.3900990099009901,562.5917258385854,747.2162257162536
2,-0.2801980198019802,496.6728595796241,719.6045696174978
3,-0.16930693069306935,425.42077845202806,724.9127869556536
4,-0.05841584158415847,354.87927268468763,668.4626990092773
5,0.05247524752475241,282.07032022218624,95.06129920990644
6,0.1633663366336634,217.62907020447312,39.18587737038138
7,0.27425742574257417,166.29792741916057,25.358241815943874
8,0.38514851485148516,123.14064051041399,18.477738291923686
9,0.4960396039603959,97.64766313368258,16.50229052661191
