,contrast,f_inf,f_zero
0,-0.2008849557522123,147.53809624332024,44.69772617581363
1,-0.17433628318584057,154.81641735276588,48.841152391720065
2,-0.14778761061946896,162.4390088596827,55.19365508857662
3,-0.12123893805309727,169.33525765336265,68.3276360576293
4,-0.09380530973451318,178.7027082437604,81.98493064875098
5,-0.06725663716814147,186.8977649988507,106.6200409794601
6,-0.04070796460176976,194.7863212118935,138.16188508737034
7,-0.014159292035398048,209.79947481106328,163.52046669792747
8,0.012389380530973463,216.76688441564278,220.52938610613236
9,0.038938053097345174,229.512688215199,310.57841922670906
10,0.06548672566371688,241.79459861700389,379.8678074341276
11,0.09203539823008859,253.3313439418997,457.9405695155221
12,0.1185840707964603,265.50639844810115,550.6970116417122
13,0.172566371681416,293.50534710544474,707.6081007115489
